question_id,source_dataset_row,medicine,difficulty,question,expected_answer,status,evidence_id,evidence_type,relevance_grade,evidence_text,gold_rank,gold_chunk_id,gold_leaflet_id,gold_section_id,gold_section_type,gold_chunk_index,match_confidence,match_reason,chunk_text,notes
q009,faceis_revisadas.csv:9,RIVOTRIL,facil,Qual é a dose inicial recomendada de Rivotril para distúrbio do pânico em adultos?,"Para distúrbio do pânico em adultos, a dose inicial recomendada é 0,5 mg por dia, dividida em duas doses.",matched,q009_ev01,essential,3,"...** ## **Distúrbios epilépticos** Adultos Dose inicial: não exceder 1,5 mg/dia, dividida em 3 doses. Aumentar a critério médico. Dose de manutenção: será definida pelo seu médico, de acordo com sua resposta. Dose diária máxima recomendada: 20 mg. Se você já usa outro anticonvulsivante, avise seu médico. Crianças entre 10 e 16 anos de idade: Dose inicial: 1 a 1,5 mg/dia, dividido em 2 a 3 doses. A dose pode ser aumentada, a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Semp...",1,chunk_a942103ead0f,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,0,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"COMO DEVO USAR ESTE MEDICAMENTO?** Colocar o comprimido sublingual debaixo da língua para ser dissolvido na saliva e absorvido por pelo menos, 3 minutos, sem ser deglutido. **Este medicamento não deve ser partido ou mastigado.** A dose de **Rivotril[® ]** depende da doença resposta clínica, idade e tolerabilidade. Recomenda-se, que o tratamento inicie com doses mais baixas, que podem ser aumentadas se necessário. Siga a orientação médica. 3 **==> picture [109 x 35] intentionally omitted <==** ## **Distúrbios epilépticos** Adultos Dose inicial: não exceder 1,5 mg/dia, dividida em 3 doses. Aumentar a critério médico. Dose de manutenção: será definida pelo seu médico, de acordo com sua resposta. Dose diária máxima recomendada: 20 mg. Se você já usa outro anticonvulsivante, avise seu médico. Crianças entre 10 e 16 anos de idade: Dose inicial: 1 a 1,5 mg/dia, dividido em 2 a 3 doses. A dose pode ser aumentada, a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: – Dose inicial: 0,5 mg/dia, dividida em duas doses. Pode-se aumentar a dose, a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada, ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso.",
q009,faceis_revisadas.csv:9,RIVOTRIL,facil,Qual é a dose inicial recomendada de Rivotril para distúrbio do pânico em adultos?,"Para distúrbio do pânico em adultos, a dose inicial recomendada é 0,5 mg por dia, dividida em duas doses.",matched,q009_ev02,essential,3,"...possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: - Dose inicial: 0,5 mg/dia, dividida em 2 doses. Pode-se aumentar a dose a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja total...",2,chunk_4d9019d9d6fe,leaf_2c68e53f153b,sec_ccd9ca5a4b7c,dosage,1,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"2 a 3 doses. A dose pode ser aumentada a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: - Dose inicial: 0,5 mg/dia, dividida em 2 doses. Pode-se aumentar a dose a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Como ansiolítico em geral:** 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 a 3,0 mg/dia. ## **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia.",
q009,faceis_revisadas.csv:9,RIVOTRIL,facil,Qual é a dose inicial recomendada de Rivotril para distúrbio do pânico em adultos?,"Para distúrbio do pânico em adultos, a dose inicial recomendada é 0,5 mg por dia, dividida em duas doses.",matched,q009_ev03,supporting,2,"...picture [140 x 59] intentionally omitted <==** A dose de **Rivotril[® ]** depende da doença, resposta clínica, idade e tolerabilidade. Recomenda-se que o tratamento inicie com doses mais baixas, que podem ser aumentadas se necessário. Siga a orientação médica. ## **Distúrbios epilépticos** ## Adultos Dose inicial: não exceder 1,5 mg/dia, dividida em 3 doses. Aumentar a critério médico. Dose de manutenção: será definida pelo seu médico, de acordo com sua resposta. Dose diária máxima recomendada: 20 mg. Se você já us...",3,chunk_140011e11d9c,leaf_2c68e53f153b,sec_ccd9ca5a4b7c,dosage,0,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"COMO DEVO USAR ESTE MEDICAMENTO?** Administrar por via oral. Ver figura abaixo. Dissolver as gotas em um pouco de líquido não alcoólico. Nunca administre as gotas diretamente na boca. A tampa possui lacre inviolável. Caso o lacre esteja rompido, não receba o frasco ou retorne ao local da compra. 3 **==> picture [109 x 35] intentionally omitted <==** **==> picture [140 x 59] intentionally omitted <==** A dose de **Rivotril[® ]** depende da doença, resposta clínica, idade e tolerabilidade. Recomenda-se que o tratamento inicie com doses mais baixas, que podem ser aumentadas se necessário. Siga a orientação médica. ## **Distúrbios epilépticos** ## Adultos Dose inicial: não exceder 1,5 mg/dia, dividida em 3 doses. Aumentar a critério médico. Dose de manutenção: será definida pelo seu médico, de acordo com sua resposta. Dose diária máxima recomendada: 20 mg. Se você já usa outro anticonvulsivante, avise seu médico. Recém-nascidos e crianças até 10 anos de idade ou 30kg de peso: Dose inicial: 0,01 a 0,03mg/kg/dia. Não exceder 0,05 mg/kg/dia, dividido em 2 ou 3 doses diárias. Crianças entre 10 e 16 anos de idade: Dose inicial: 1 a 1,5 mg/dia, dividido em 2 a 3 doses. A dose pode ser aumentada a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade**",
q009,faceis_revisadas.csv:9,RIVOTRIL,facil,Qual é a dose inicial recomendada de Rivotril para distúrbio do pânico em adultos?,"Para distúrbio do pânico em adultos, a dose inicial recomendada é 0,5 mg por dia, dividida em duas doses.",matched,q009_ev04,supporting,2,"...esposta. A dose tomada, ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Nas crises agudas de pânico** : 1 comprimido de **Rivotril[® ]** sublingual. - **Como ansiolítico em geral** : 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** -...",4,chunk_78815ccfea71,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,1,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"ode-se aumentar a dose, a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada, ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Nas crises agudas de pânico** : 1 comprimido de **Rivotril[® ]** sublingual. - **Como ansiolítico em geral** : 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 e 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",
q010,faceis_revisadas.csv:10,RIVOTRIL,facil,Rivotril pode causar sonolência?,Sim. Sonolência foi uma das reações que ocorreram em 5% ou mais dos pacientes em estudos clínicos.,partial_match,q010_ev01,essential,3,"...nado. **Em caso de dúvidas, procure orientação do farmacêutico, de seu médico ou cirurgião-dentista.** **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Algumas reações são transitórias e desaparecem espontaneamente no decorrer do tratamento ou com redução da dose. As reações que ocorreram em ≥ 5% dos pacientes em estudos clínicos foram: sonolência, dor de cabeça, infecção das vias aéreas superiores, cansaço, gripe, depressão, vertigem, irritabilidade, insônia, perda da coordenação de movimentos e da march...",1,chunk_6fd00831c65b,leaf_3cb34533cd62,sec_87bf8e4ab9aa,missed_dose,0,high,sobreposição semântica/lexical com pergunta e resposta esperada,"O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Nunca dobre a dose na próxima tomada. Apenas continue com a próxima dose no tempo determinado. **Em caso de dúvidas, procure orientação do farmacêutico, de seu médico ou cirurgião-dentista.** **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Algumas reações são transitórias e desaparecem espontaneamente no decorrer do tratamento ou com redução da dose. As reações que ocorreram em ≥ 5% dos pacientes em estudos clínicos foram: sonolência, dor de cabeça, infecção das vias aéreas superiores, cansaço, gripe, depressão, vertigem, irritabilidade, insônia, perda da coordenação de movimentos e da marcha, perda do equilíbrio, náusea, sensação de cabeça leve, sinusite e concentração prejudicada. ## **Pós-comercialização:** **Distúrbios do sistema imunológico** : reações alérgicas e muito poucos casos de anafilaxia (reação alérgica grave). **Distúrbios endócrinos** : casos isolados, reversíveis, de puberdade precoce incompleta em crianças.",Nem todas as seções esperadas foram cobertas: adverse_reaction
q010,faceis_revisadas.csv:10,RIVOTRIL,facil,Rivotril pode causar sonolência?,Sim. Sonolência foi uma das reações que ocorreram em 5% ou mais dos pacientes em estudos clínicos.,partial_match,q010_ev02,supporting,2,"...ly omitted <==** ## **Em caso de dúvidas, procure orientação do farmacêutico, do seu médico ou cirurgião-dentista.** ## **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Algumas reações são transitórias e desaparecem espontaneamente no decorrer do tratamento ou com redução da dose. As reações que ocorreram em ≥ 5% dos pacientes em estudos clínicos foram: sonolência, dor de cabeça, infecção das vias aéreas superiores, cansaço, gripe, depressão, vertigem, irritabilidade, insônia, perda da coordenação de movi...",2,chunk_a2180c9f13ba,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,3,high,sobreposição semântica/lexical com pergunta e resposta esperada,"ima tomada. Apenas continue com a próxima dose no tempo determinado. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Em caso de dúvidas, procure orientação do farmacêutico, do seu médico ou cirurgião-dentista.** ## **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Algumas reações são transitórias e desaparecem espontaneamente no decorrer do tratamento ou com redução da dose. As reações que ocorreram em ≥ 5% dos pacientes em estudos clínicos foram: sonolência, dor de cabeça, infecção das vias aéreas superiores, cansaço, gripe, depressão, vertigem, irritabilidade, insônia, perda da coordenação de movimentos e da marcha, perda do equilíbrio, náusea, sensação de cabeça leve, sinusite e concentração prejudicada. ## **Pós-comercialização:** **Distúrbios do sistema imunológico** : reações alérgicas e muito poucos casos de anafilaxia (reação alérgica grave). **Distúrbios endócrinos** : casos isolados, reversíveis, de puberdade precoce incompleta em crianças.",Nem todas as seções esperadas foram cobertas: adverse_reaction
q010,faceis_revisadas.csv:10,RIVOTRIL,facil,Rivotril pode causar sonolência?,Sim. Sonolência foi uma das reações que ocorreram em 5% ou mais dos pacientes em estudos clínicos.,partial_match,q010_ev03,supporting,2,"...iais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu...",3,chunk_063f6288233c,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,2,medium,sobreposição semântica/lexical com pergunta e resposta esperada,"utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Nunca dobre a dose na próxima tomada. Apenas continue com a próxima dose no tempo determinado. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Em caso de dúvidas, procure orientação do farmacêutico, do seu médico ou cirurgião-dentista.** ## **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?**",Nem todas as seções esperadas foram cobertas: adverse_reaction
q011,faceis_revisadas.csv:11,TYLENOL,facil,Para que serve o TYLENOL?,"TYLENOL é indicado para redução da febre e para o alívio temporário de dores leves a moderadas, como dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruais.",matched,q011_ev01,essential,3,"PARA QUE ESTE MEDICAMENTO É INDICADO?** Este medicamento é indicado para a redução da febre e para o alívio temporário de dores leves a moderadas, tais como: dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruais. ## **2.",1,chunk_a508cae3796b,leaf_1d4d2acf0a65,sec_d89fa894c1df,indication,0,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"PARA QUE ESTE MEDICAMENTO É INDICADO?** Este medicamento é indicado para a redução da febre e para o alívio temporário de dores leves a moderadas, tais como: dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruais. ## **2.",
q011,faceis_revisadas.csv:11,TYLENOL,facil,Para que serve o TYLENOL?,"TYLENOL é indicado para redução da febre e para o alívio temporário de dores leves a moderadas, como dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruais.",matched,q011_ev02,supporting,2,"O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?** TYLENOL® - Paciente **==> picture [114 x 31] intentionally omitted <==** Você não deve tomar mais do que a dose recomendada (superdose) para provocar maior alívio, pois pode causar sérios problemas de saúde. Você deve consultar seu médico se a dor ou febre continuarem ou piorarem, ou se surgirem novos sintomas, pois estes sintomas podem ser sinais de doenças graves. **Uso com álcool** : consumidores de doses abusivas de álcool devem consultar seu médico para saber...",2,chunk_97251e7ccd85,leaf_1d4d2acf0a65,sec_a29ed3da881a,warning_precaution,0,high,sobreposição semântica/lexical com pergunta e resposta esperada,"O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?** TYLENOL® - Paciente **==> picture [114 x 31] intentionally omitted <==** Você não deve tomar mais do que a dose recomendada (superdose) para provocar maior alívio, pois pode causar sérios problemas de saúde. Você deve consultar seu médico se a dor ou febre continuarem ou piorarem, ou se surgirem novos sintomas, pois estes sintomas podem ser sinais de doenças graves. **Uso com álcool** : consumidores de doses abusivas de álcool devem consultar seu médico para saber se podem tomar **TYLENOL[® ]** ou qualquer outro analgésico. ## **Gravidez e Amamentação** ## Se você estiver grávida ou amamentando, consulte o seu médico antes de usar este medicamento. **Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista.** **Uso em pacientes com problemas no fígado** : Consulte seu médico antes de usar o medicamento. **Uso em idosos** : Até o momento não são conhecidas restrições específicas ao uso de **TYLENOL[® ]** por pacientes idosos. Não existe necessidade de ajuste de dose neste grupo etário. Muito raramente, foram relatadas reações cutâneas graves em pacientes que administraram paracetamol. Os sintomas podem incluir: vermelhidão na pele, bolhas e erupções cutâneas. Se ocorrerem reações cutâneas ou piora de problemas de pele já existentes, interrompa o uso do medicamento e procure ajuda médica imediatamente. ## **Não use outro produto que contenha paracetamol.** ## **O paracetamol nas doses terapêuticas não foi associado à irritação gástrica.**",
q011,faceis_revisadas.csv:11,TYLENOL,facil,Para que serve o TYLENOL?,"TYLENOL é indicado para redução da febre e para o alívio temporário de dores leves a moderadas, como dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruais.",matched,q011_ev03,supporting,1,"...SP nº 29.625 Registrado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA.** Rodovia Presidente Dutra, Km 154, São José dos Campos – SP CNPJ 59.748.988/0001-14 Fabricado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA** Rodovia Presidente Dutra, km 154 São José dos Campos – SP CNPJ: 59.748.988/0001-14 Industria Brasileira ®Marca Registrada TYLENOL® - Paciente **==> picture [114 x 31] intentionally omitted <==** SAC 0800 728 6767 www.tylenol.com.br Siga corretamente o modo de usar, não desaparecendo os sintomas procure orient...",3,chunk_983a58909e27,leaf_1d4d2acf0a65,sec_1115276e728e,overdose,0,low,sobreposição semântica/lexical com pergunta e resposta esperada,"O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO?** O uso de doses excessivas, acima das doses recomendadas (superdose) pode causar danos ao fígado. Em caso de superdose, procure ajuda médica ou um centro de intoxicação imediatamente. O apoio médico imediato é fundamental para adultos e crianças, mesmo se os sinais e sintomas de intoxicação não estiverem presentes. Os sinais e sintomas iniciais que se seguem a uma dose potencialmente hepatotóxica de paracetamol são: perda de apetite, náusea, vômito, sudorese intensa, palidez e mal-estar geral. **Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.** ## **DIZERES LEGAIS** MS - 1.5721.1214 Farmacêutico Responsável: Jean F. L. Festuccia – CRF - SP nº 29.625 Registrado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA.** Rodovia Presidente Dutra, Km 154, São José dos Campos – SP CNPJ 59.748.988/0001-14 Fabricado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA** Rodovia Presidente Dutra, km 154 São José dos Campos – SP CNPJ: 59.748.988/0001-14 Industria Brasileira ®Marca Registrada TYLENOL® - Paciente **==> picture [114 x 31] intentionally omitted <==** SAC 0800 728 6767 www.tylenol.com.br Siga corretamente o modo de usar, não desaparecendo os sintomas procure orientação médica. **==> picture [23 x 19] intentionally omitted <==** TYLENOL® - Paciente **==> picture [115 x 30] intentionally omitted <==**",
q012,faceis_revisadas.csv:12,TYLENOL,facil,Em quanto tempo o TYLENOL começa a fazer efeito?,O efeito de TYLENOL começa 15 a 30 minutos após a administração oral e permanece por 4 a 6 horas.,matched,q012_ev01,essential,3,COMO ESTE MEDICAMENTO FUNCIONA?** **TYLENOL[® ]** reduz a febre atuando no centro regulador da temperatura no Sistema Nervoso Central (SNC) e diminui a sensibilidade a dor. Seu efeito tem início 15 a 30 minutos após a administração oral e permanece por um período de 4 a 6 horas. ## **3.,1,chunk_578c6a49ac86,leaf_1d4d2acf0a65,sec_f6f167271d61,simplified_mechanism,0,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,COMO ESTE MEDICAMENTO FUNCIONA?** **TYLENOL[® ]** reduz a febre atuando no centro regulador da temperatura no Sistema Nervoso Central (SNC) e diminui a sensibilidade a dor. Seu efeito tem início 15 a 30 minutos após a administração oral e permanece por um período de 4 a 6 horas. ## **3.,
q012,faceis_revisadas.csv:12,TYLENOL,facil,Em quanto tempo o TYLENOL começa a fazer efeito?,O efeito de TYLENOL começa 15 a 30 minutos após a administração oral e permanece por 4 a 6 horas.,matched,q012_ev02,supporting,2,"COMO DEVO USAR ESTE MEDICAMENTO?** Uso oral. Você deve tomar os comprimidos com líquido. O paracetamol pode ser administrado independentemente das refeições. ## **Adultos e crianças acima de 12 anos:** **TYLENOL[® ] 500 mg:** 1 a 2 comprimidos, 3 a 4 vezes ao dia. **TYLENOL[® ] 750 mg:** 1 comprimido, 3 a 5 vezes ao dia. A dose diária máxima recomendada de paracetamol é de 4000 mg ( **8 comprimidos de TYLENOL[® ] 500 mg ou 5 comprimidos de TYLENOL® 750 mg** ) administrada em doses fracionadas, não excedendo 1000 mg...",2,chunk_d4d5a2d20ab2,leaf_1d4d2acf0a65,sec_1646f2946e08,dosage,0,high,sobreposição semântica/lexical com pergunta e resposta esperada,"COMO DEVO USAR ESTE MEDICAMENTO?** Uso oral. Você deve tomar os comprimidos com líquido. O paracetamol pode ser administrado independentemente das refeições. ## **Adultos e crianças acima de 12 anos:** **TYLENOL[® ] 500 mg:** 1 a 2 comprimidos, 3 a 4 vezes ao dia. **TYLENOL[® ] 750 mg:** 1 comprimido, 3 a 5 vezes ao dia. A dose diária máxima recomendada de paracetamol é de 4000 mg ( **8 comprimidos de TYLENOL[® ] 500 mg ou 5 comprimidos de TYLENOL® 750 mg** ) administrada em doses fracionadas, não excedendo 1000 mg/dose ( **2 comprimidos de TYLENOL[® ] 500 mg ou 1 comprimido de TYLENOL[® ] 750 mg** ), em intervalos de 4 a 6 horas, em um período de 24 horas. **Duração do tratamento:** depende do desaparecimento dos sintomas. **Este medicamento não pode ser partido, aberto ou mastigado.** **Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do farmacêutico. Não desaparecendo os sintomas, procure orientação médica ou de seu cirurgião-dentista.** ## **7.",
q012,faceis_revisadas.csv:12,TYLENOL,facil,Em quanto tempo o TYLENOL começa a fazer efeito?,O efeito de TYLENOL começa 15 a 30 minutos após a administração oral e permanece por 4 a 6 horas.,matched,q012_ev03,supporting,2,"...a de apetite, náusea, vômito, sudorese intensa, palidez e mal-estar geral. **Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.** ## **DIZERES LEGAIS** MS - 1.5721.1214 Farmacêutico Responsável: Jean F. L. Festuccia – CRF - SP nº 29.625 Registrado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA.** Rodovia Presidente Dutra, Km 154, São José dos Campos – SP CNPJ 59...",3,chunk_983a58909e27,leaf_1d4d2acf0a65,sec_1115276e728e,overdose,0,medium,sobreposição semântica/lexical com pergunta e resposta esperada,"O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO?** O uso de doses excessivas, acima das doses recomendadas (superdose) pode causar danos ao fígado. Em caso de superdose, procure ajuda médica ou um centro de intoxicação imediatamente. O apoio médico imediato é fundamental para adultos e crianças, mesmo se os sinais e sintomas de intoxicação não estiverem presentes. Os sinais e sintomas iniciais que se seguem a uma dose potencialmente hepatotóxica de paracetamol são: perda de apetite, náusea, vômito, sudorese intensa, palidez e mal-estar geral. **Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.** ## **DIZERES LEGAIS** MS - 1.5721.1214 Farmacêutico Responsável: Jean F. L. Festuccia – CRF - SP nº 29.625 Registrado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA.** Rodovia Presidente Dutra, Km 154, São José dos Campos – SP CNPJ 59.748.988/0001-14 Fabricado por: ## **JOHNSON & JOHNSON INDUSTRIAL LTDA** Rodovia Presidente Dutra, km 154 São José dos Campos – SP CNPJ: 59.748.988/0001-14 Industria Brasileira ®Marca Registrada TYLENOL® - Paciente **==> picture [114 x 31] intentionally omitted <==** SAC 0800 728 6767 www.tylenol.com.br Siga corretamente o modo de usar, não desaparecendo os sintomas procure orientação médica. **==> picture [23 x 19] intentionally omitted <==** TYLENOL® - Paciente **==> picture [115 x 30] intentionally omitted <==**",
