Model,Pipeline_Raw,Pipeline,Difficulty_Raw,Dificuldade,BLEU,ROUGE,BERTScore,Contextual Recall,Contextual Precision,Evidence Sufficiency,Faithfulness,Answer Relevancy,Response Completeness,Unsupported Claims,Clinical Safety,Warning Preservation,Inference Control,Inference Time (s)
Gemma 4:4b,04_fusion,Fusion RAG,medias,Médias,0.15776569061514317,0.386719586108356,0.7487844824790955,0.8266666666666665,0.68,0.7833333333333333,0.9333333333333333,0.76,0.5166666666666667,1.0,0.9,0.7166666666666667,0.8333333333333334,18.113733333333336
Gemma 4:4b,04_fusion,Fusion RAG,dificeis,Difíceis,0.1651407643557566,0.35432707237077155,0.7597640156745911,0.8266666666666667,0.7066666666666668,0.7666666666666667,0.9600000000000001,0.7866666666666667,0.5833333333333334,0.9833333333333333,0.8666666666666667,0.6833333333333333,0.9,24.68546666666667
Gemma 4:4b,05_graph,Graph RAG,faceis,Fáceis,0.10628953713703841,0.3108805080206748,0.7018054723739624,0.8266666666666665,0.72,0.7666666666666667,0.92,0.7866666666666667,0.7166666666666667,0.9333333333333333,0.8333333333333334,0.7166666666666667,0.8833333333333333,16.509066666666666
Gemma 4:4b,05_graph,Graph RAG,medias,Médias,0.0,0.0,0.0,0.6266666666666667,0.5466666666666666,0.5333333333333333,0.84,0.5866666666666666,0.4,0.9166666666666666,0.7333333333333333,0.43333333333333335,0.75,20.57166666666667
Gemma 4:4b,05_graph,Graph RAG,dificeis,Difíceis,0.08423648571962604,0.24830441935090025,0.6886679530143738,0.7200000000000001,0.64,0.65,0.9066666666666666,0.6533333333333334,0.4666666666666667,0.9666666666666667,0.7666666666666667,0.55,0.8166666666666667,26.776066666666665
Gemma 4:4b,07_guarded,Guarded RAG,faceis,Fáceis,0.18158367801157446,0.43103426319884774,0.7810518741607666,0.9466666666666667,0.8666666666666668,0.95,0.9733333333333334,1.0,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9166666666666666,0.9666666666666667,56.214933333333335
Gemma 4:4b,07_guarded,Guarded RAG,medias,Médias,0.16367288286821707,0.4139702029273099,0.7603776454925537,0.9466666666666667,0.7599999999999999,0.9333333333333333,0.8933333333333333,0.8133333333333334,0.6333333333333333,0.8833333333333333,0.8833333333333333,0.8,0.8833333333333333,46.934666666666665
Gemma 4:4b,07_guarded,Guarded RAG,dificeis,Difíceis,0.13110284864119082,0.34828724645799125,0.7562269568443298,0.9466666666666667,0.8800000000000001,0.9166666666666666,0.8800000000000002,0.8400000000000001,0.6333333333333333,0.9,0.8666666666666667,0.7833333333333333,0.75,29.85373333333333
MedGemma 4b,06_naive,Naive RAG,faceis,Fáceis,0.14323134179597832,0.3741258342077455,0.7419964075088501,0.9066666666666666,0.88,0.8833333333333333,0.76,0.7066666666666668,0.6166666666666667,1.0,0.7833333333333333,0.6833333333333333,0.7,19.189066666666665
MedGemma 4b,06_naive,Naive RAG,medias,Médias,0.0,0.0,0.0,0.8666666666666669,0.8133333333333332,0.8333333333333334,0.6666666666666665,0.64,0.45,0.9666666666666667,0.7333333333333333,0.5166666666666667,0.5833333333333334,19.27013333333333
MedGemma 4b,06_naive,Naive RAG,dificeis,Difíceis,0.10468876157950574,0.2766289213338893,0.7354680299758911,0.8666666666666669,0.7066666666666666,0.7666666666666667,0.64,0.6133333333333333,0.43333333333333335,0.9666666666666667,0.7166666666666667,0.48333333333333334,0.48333333333333334,28.375133333333334
MedGemma 4b,01_standard,Standard RAG,faceis,Fáceis,0.14082683234752008,0.3849219949470414,0.7615594267845154,0.9733333333333333,0.46666666666666673,0.9333333333333333,0.8533333333333336,0.7066666666666667,0.7666666666666667,0.8166666666666667,0.9833333333333333,0.8166666666666667,0.8333333333333334,6.895333333333334
MedGemma 4b,01_standard,Standard RAG,medias,Médias,0.13355196998894703,0.337288293695985,0.7369400262832642,0.9066666666666667,0.24000000000000007,0.8166666666666667,0.7200000000000001,0.5466666666666666,0.4166666666666667,0.65,0.7833333333333333,0.5166666666666667,0.7333333333333333,24.099733333333333
MedGemma 4b,01_standard,Standard RAG,dificeis,Difíceis,0.10406382903245248,0.305193028799837,0.7360183000564575,0.8533333333333335,0.22666666666666674,0.7833333333333333,0.8000000000000002,0.5066666666666667,0.36666666666666664,0.75,0.75,0.5166666666666667,0.7833333333333333,8.613666666666665
MedGemma 4b,02_agentic,Agentic RAG,faceis,Fáceis,0.14120520768464934,0.37782874828613916,0.7432872653007507,0.9466666666666668,0.5333333333333333,0.9166666666666666,0.7466666666666667,0.6666666666666666,0.6,0.6833333333333333,0.9333333333333333,0.5666666666666667,0.75,5.141333333333334
MedGemma 4b,02_agentic,Agentic RAG,medias,Médias,0.10246518949239668,0.3245495889415737,0.7241448760032654,0.7733333333333334,0.20000000000000007,0.6666666666666666,0.7200000000000002,0.5466666666666666,0.3333333333333333,0.65,0.7,0.48333333333333334,0.7,6.144066666666665
MedGemma 4b,02_agentic,Agentic RAG,dificeis,Difíceis,0.08031908716576323,0.2529784110416182,0.7206307053565979,0.8666666666666668,0.2266666666666667,0.7666666666666667,0.8400000000000001,0.4266666666666667,0.3,0.8166666666666667,0.6833333333333333,0.43333333333333335,0.85,16.455733333333335
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.1489357782704948,0.3856949484610256,0.75761878490448,0.9466666666666668,0.48000000000000004,0.9333333333333333,0.8133333333333334,0.7333333333333332,0.7833333333333333,0.7666666666666667,0.9833333333333333,0.8,0.8333333333333334,6.393866666666667
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.0753415440247441,0.2736330827396467,0.7153644561767578,0.7866666666666667,0.2133333333333334,0.6666666666666666,0.7866666666666667,0.49333333333333323,0.3333333333333333,0.7166666666666667,0.7666666666666667,0.55,0.7833333333333333,23.939199999999992
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.08065383098033793,0.2493743362125993,0.7193687558174133,0.8800000000000002,0.24000000000000007,0.8,0.8533333333333334,0.49333333333333335,0.3333333333333333,0.7666666666666667,0.7166666666666667,0.4666666666666667,0.8333333333333334,26.945333333333334
MedGemma 4b,04_fusion,Fusion RAG,faceis,Fáceis,0.09827880676082638,0.30844453644297865,0.7308841943740845,0.9466666666666668,0.72,0.9166666666666666,0.7866666666666666,0.7066666666666666,0.6333333333333333,0.7333333333333333,0.9333333333333333,0.65,0.8,34.029399999999995
MedGemma 4b,04_fusion,Fusion RAG,medias,Médias,0.1220679242751484,0.336961865464339,0.7344095706939697,0.7600000000000001,0.4133333333333334,0.6333333333333333,0.68,0.52,0.36666666666666664,0.5833333333333334,0.7,0.5,0.7166666666666667,4.894666666666667
MedGemma 4b,04_fusion,Fusion RAG,dificeis,Difíceis,0.0948015795021564,0.2964705587391454,0.7263013124465942,0.7733333333333333,0.33333333333333337,0.6333333333333333,0.7200000000000001,0.4800000000000001,0.3,0.6166666666666667,0.7,0.4166666666666667,0.7166666666666667,6.997666666666668
MedGemma 4b,05_graph,Graph RAG,faceis,Fáceis,0.08862330025322013,0.27352163943102176,0.692105233669281,0.9333333333333333,0.7866666666666666,0.85,0.8933333333333333,0.7866666666666667,0.7333333333333333,0.85,0.7666666666666667,0.8333333333333334,0.7833333333333333,5.435666666666667
MedGemma 4b,05_graph,Graph RAG,medias,Médias,0.06388655945452207,0.24293316651378893,0.6799439787864685,0.9600000000000001,0.8933333333333334,0.9333333333333333,0.84,0.4933333333333333,0.36666666666666664,0.7666666666666667,0.48333333333333334,0.6833333333333333,0.6666666666666666,6.6786
MedGemma 4b,05_graph,Graph RAG,dificeis,Difíceis,0.03587563831390874,0.17256306433474428,0.6888868808746338,0.8800000000000001,0.76,0.8333333333333334,0.9199999999999999,0.5333333333333334,0.4166666666666667,0.8666666666666667,0.4166666666666667,0.5833333333333334,0.55,61.03033333333334
MedGemma 4b,07_guarded,Guarded RAG,faceis,Fáceis,0.13509973935844224,0.34281639864427765,0.744426965713501,0.9733333333333333,0.7466666666666668,0.9666666666666667,1.0,0.8800000000000001,0.7833333333333333,1.0,0.85,0.8333333333333334,0.95,37.315400000000004
MedGemma 4b,07_guarded,Guarded RAG,medias,Médias,0.15142603995885348,0.37868628961192563,0.7540661692619324,0.9466666666666668,0.8266666666666668,0.95,0.9466666666666667,0.8133333333333336,0.6333333333333333,0.9166666666666666,0.7833333333333333,0.7666666666666667,0.7166666666666667,11.6452
MedGemma 4b,07_guarded,Guarded RAG,dificeis,Difíceis,0.09584641851845105,0.27827520207361756,0.7347496151924133,0.9733333333333334,0.8000000000000003,0.9666666666666667,0.9600000000000001,0.6666666666666666,0.4666666666666667,0.9666666666666667,0.6666666666666666,0.6,0.6166666666666667,52.74346666666667
Phi4 Mini,06_naive,Naive RAG,faceis,Fáceis,0.15654675208201047,0.359749096568291,0.7523991465568542,0.8133333333333332,0.6399999999999999,0.7833333333333333,0.9066666666666666,0.8,0.65,0.8333333333333334,0.7333333333333333,0.75,0.8,161.13646666666673
Phi4 Mini,06_naive,Naive RAG,medias,Médias,0.12742927640275983,0.34221085155954645,0.761959969997406,0.9466666666666667,0.6799999999999999,0.9333333333333333,0.7466666666666666,0.8400000000000001,0.65,0.6833333333333333,0.8166666666666667,0.7166666666666667,0.65,6.395199999999999
Phi4 Mini,06_naive,Naive RAG,dificeis,Difíceis,0.09787203215725263,0.28149149705726584,0.743312418460846,0.9333333333333333,0.7466666666666667,0.8833333333333333,0.64,0.6933333333333334,0.48333333333333334,0.4666666666666667,0.6833333333333333,0.5,0.45,10.403333333333334
Phi4 Mini,01_standard,Standard RAG,faceis,Fáceis,0.07633316689681961,0.2707915020045651,0.7113742232322693,0.6266666666666667,0.6266666666666667,0.5333333333333333,0.8533333333333333,0.7200000000000001,0.45,0.7833333333333333,0.6333333333333333,0.65,0.8166666666666667,4.157866666666666
Phi4 Mini,01_standard,Standard RAG,medias,Médias,0.0582062671706095,0.245785032445486,0.7135810256004333,0.48000000000000004,0.4666666666666667,0.31666666666666665,0.7733333333333334,0.5466666666666666,0.23333333333333334,0.7,0.5666666666666667,0.4166666666666667,0.6666666666666666,4.077533333333333
Phi4 Mini,01_standard,Standard RAG,dificeis,Difíceis,0.03755368108608909,0.2069868143217939,0.7046460509300232,0.4266666666666667,0.44000000000000006,0.2833333333333333,0.7866666666666667,0.52,0.18333333333333332,0.7333333333333333,0.5,0.25,0.7166666666666667,5.1408
Phi4 Mini,02_agentic,Agentic RAG,faceis,Fáceis,0.03274308818967385,0.16582544723426093,0.6724452972412109,0.46666666666666673,0.4400000000000001,0.31666666666666665,0.92,0.5333333333333334,0.25,0.8833333333333333,0.7166666666666667,0.5833333333333334,0.8833333333333333,39.20980000000001
Phi4 Mini,02_agentic,Agentic RAG,medias,Médias,0.08642686511913648,0.27336929728374926,0.7294424176216125,0.6266666666666666,0.5333333333333333,0.5333333333333333,0.8266666666666667,0.6666666666666666,0.38333333333333336,0.7833333333333333,0.6166666666666667,0.4,0.75,4.5724
Phi4 Mini,02_agentic,Agentic RAG,dificeis,Difíceis,0.06716108859342017,0.2405987591799964,0.7297177910804749,0.68,0.6666666666666667,0.6,0.7066666666666668,0.5866666666666667,0.3,0.6666666666666666,0.5333333333333333,0.4,0.6,6.521466666666666
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.0416798791428098,0.18840740786378918,0.669762372970581,0.36000000000000004,0.3466666666666667,0.18333333333333332,0.9333333333333333,0.5200000000000001,0.13333333333333333,0.9,0.6166666666666667,0.38333333333333336,0.9,2.5273999999999996
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.04489379317668447,0.22771656259237505,0.7105141282081604,0.5333333333333333,0.5333333333333333,0.4166666666666667,0.8400000000000001,0.5200000000000001,0.26666666666666666,0.7833333333333333,0.6833333333333333,0.45,0.7666666666666667,4.5709333333333335
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.06919550619937445,0.24398130138754898,0.7291063070297241,0.6933333333333334,0.5866666666666668,0.6,0.7200000000000001,0.6,0.3333333333333333,0.6,0.5,0.3,0.55,9.915733333333332
Phi4 Mini,04_fusion,Fusion RAG,faceis,Fáceis,0.1088017234332395,0.2644415507542215,0.7128568291664124,0.6933333333333332,0.72,0.5833333333333334,0.6266666666666667,0.8133333333333332,0.5,0.5833333333333334,0.5833333333333334,0.65,0.5666666666666667,3.491933333333334
Phi4 Mini,04_fusion,Fusion RAG,medias,Médias,0.08880154553650796,0.2894655060536349,0.742483913898468,0.7466666666666667,0.76,0.6333333333333333,0.6133333333333333,0.7200000000000001,0.45,0.5833333333333334,0.4666666666666667,0.5666666666666667,0.5333333333333333,4.354266666666666
Phi4 Mini,04_fusion,Fusion RAG,dificeis,Difíceis,0.06264225723418385,0.23999232116213048,0.7192087173461914,0.5733333333333335,0.5866666666666667,0.45,0.5199999999999999,0.5600000000000002,0.26666666666666666,0.4166666666666667,0.2833333333333333,0.38333333333333336,0.38333333333333336,8.227466666666666
Phi4 Mini,05_graph,Graph RAG,faceis,Fáceis,0.0,0.03633557405942556,0.5947399735450745,0.7733333333333333,0.68,0.6833333333333333,0.5999999999999999,0.20000000000000007,0.0,1.0,0.75,0.0,1.0,0.0
Phi4 Mini,05_graph,Graph RAG,medias,Médias,0.0,0.027906849868266692,0.5834759473800659,0.7599999999999999,0.64,0.7,0.5999999999999999,0.20000000000000007,0.0,1.0,0.5,0.0,1.0,0.0
Phi4 Mini,05_graph,Graph RAG,dificeis,Difíceis,0.0,0.01775891486765942,0.5745986700057983,0.64,0.4799999999999999,0.5333333333333333,0.40000000000000013,0.20000000000000007,0.0,1.0,0.75,0.0,1.0,0.0
Phi4 Mini,07_guarded,Guarded RAG,faceis,Fáceis,0.12879130843610678,0.35358208630855736,0.7353996634483337,0.88,0.76,0.8333333333333334,0.8533333333333334,0.7866666666666667,0.6166666666666667,0.8,0.7166666666666667,0.6833333333333333,0.7833333333333333,17.833866666666665
Phi4 Mini,07_guarded,Guarded RAG,medias,Médias,0.11641308333366805,0.33225854068536714,0.7475429773330688,0.9466666666666668,0.8533333333333335,0.9333333333333333,0.7466666666666666,0.7866666666666667,0.6,0.6666666666666666,0.7166666666666667,0.7166666666666667,0.6166666666666667,24.314133333333338
Phi4 Mini,07_guarded,Guarded RAG,dificeis,Difíceis,0.1252225964143735,0.32768315098160916,0.7659114003181458,0.9866666666666667,0.8266666666666668,0.9833333333333333,0.6533333333333332,0.7733333333333334,0.5333333333333333,0.5,0.55,0.48333333333333334,0.48333333333333334,40.339666666666666
MediPhi Instruct,06_naive,Naive RAG,faceis,Fáceis,0.03714340654951409,0.22805076213769154,0.7072317004203796,0.8933333333333333,0.6266666666666666,0.8666666666666667,0.76,0.7066666666666668,0.5,0.6833333333333333,0.6333333333333333,0.55,0.65,43.3656
MediPhi Instruct,06_naive,Naive RAG,medias,Médias,0.0735449173293365,0.27993977169199846,0.7311993837356567,0.9466666666666667,0.7200000000000001,0.9166666666666666,0.7733333333333335,0.7066666666666668,0.5,0.6833333333333333,0.7166666666666667,0.6833333333333333,0.6333333333333333,55.577400000000004
MediPhi Instruct,06_naive,Naive RAG,dificeis,Difíceis,0.028028345171666202,0.19629677860271066,0.7231953740119934,1.0,0.6133333333333332,1.0,0.5599999999999999,0.6266666666666667,0.35,0.36666666666666664,0.48333333333333334,0.35,0.36666666666666664,456.5655333333334
MediPhi Instruct,01_standard,Standard RAG,faceis,Fáceis,0.057269069711856656,0.2255932843784763,0.7064778804779053,0.7066666666666666,0.5733333333333335,0.6333333333333333,0.7866666666666667,0.6133333333333334,0.3,0.6666666666666666,0.5833333333333334,0.5166666666666667,0.6166666666666667,4.2358
MediPhi Instruct,01_standard,Standard RAG,medias,Médias,0.03574161403466982,0.21697014392125463,0.7067192792892456,0.7066666666666667,0.6266666666666667,0.6333333333333333,0.6266666666666667,0.6,0.3,0.48333333333333334,0.48333333333333334,0.43333333333333335,0.4666666666666667,5.3331333333333335
MediPhi Instruct,01_standard,Standard RAG,dificeis,Difíceis,0.018274898566772786,0.20809873443767468,0.6999803781509399,0.41333333333333333,0.5066666666666666,0.26666666666666666,0.6533333333333334,0.5333333333333333,0.16666666666666666,0.55,0.5166666666666667,0.43333333333333335,0.5166666666666667,7.130066666666667
MediPhi Instruct,02_agentic,Agentic RAG,faceis,Fáceis,0.017024491750304873,0.16648241164386712,0.6742528080940247,0.6266666666666666,0.5066666666666667,0.5166666666666667,0.7333333333333333,0.5733333333333335,0.25,0.6833333333333333,0.5666666666666667,0.5166666666666667,0.6166666666666667,4.1178
MediPhi Instruct,02_agentic,Agentic RAG,medias,Médias,0.018461501802767694,0.2038319235704996,0.7150457501411438,0.6266666666666666,0.56,0.5333333333333333,0.49333333333333335,0.5066666666666667,0.2,0.3333333333333333,0.4,0.3333333333333333,0.31666666666666665,5.5456666666666665
MediPhi Instruct,02_agentic,Agentic RAG,dificeis,Difíceis,0.019989928616758034,0.19349777828076042,0.7090479731559753,0.5466666666666667,0.52,0.45,0.49333333333333335,0.4933333333333333,0.18333333333333332,0.35,0.35,0.23333333333333334,0.3333333333333333,14.886533333333334
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.005456196100892806,0.09432348056292678,0.6400896906852722,0.3333333333333334,0.3200000000000001,0.16666666666666666,0.8266666666666667,0.44000000000000017,0.1,0.75,0.6333333333333333,0.38333333333333336,0.7333333333333333,45.83299999999999
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.010506808810214319,0.13140667798562333,0.6650941967964172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.59073333333335
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.013509709527424989,0.17529711960005756,0.6971364617347717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.338333333333328
MediPhi Instruct,04_fusion,Fusion RAG,faceis,Fáceis,2.429952253991333e-156,0.10774928745187912,0.6413187384605408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1306666666666665
MediPhi Instruct,04_fusion,Fusion RAG,medias,Médias,0.004174135262526159,0.1800300612868887,0.6832297444343567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0135333333333336
MediPhi Instruct,04_fusion,Fusion RAG,dificeis,Difíceis,0.012810922847308935,0.1887655663706146,0.6935046911239624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.624199999999998
MediPhi Instruct,05_graph,Graph RAG,faceis,Fáceis,0.04923747490152445,0.23102491901365546,0.6862521767616272,0.7866666666666666,0.6666666666666667,0.7333333333333333,0.8800000000000001,0.7333333333333333,0.5166666666666667,0.75,0.6833333333333333,0.6166666666666667,0.7333333333333333,9.207133333333333
MediPhi Instruct,05_graph,Graph RAG,medias,Médias,0.08058675953041762,0.2568541263084413,0.7040718197822571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.518
MediPhi Instruct,05_graph,Graph RAG,dificeis,Difíceis,0.03463570949588061,0.20098976198725327,0.705883800983429,0.7200000000000001,0.6,0.65,0.5999999999999999,0.68,0.38333333333333336,0.38333333333333336,0.5166666666666667,0.43333333333333335,0.38333333333333336,19.37226666666667
MediPhi Instruct,07_guarded,Guarded RAG,faceis,Fáceis,0.11276960065552052,0.34600411669104836,0.7458512783050537,0.9066666666666666,0.8266666666666667,0.8666666666666667,0.8800000000000001,0.9066666666666666,0.7166666666666667,0.8666666666666667,0.75,0.7333333333333333,0.8666666666666667,13.064733333333331
MediPhi Instruct,07_guarded,Guarded RAG,medias,Médias,0.08273740248663898,0.28554612339721097,0.7312142848968506,1.0,0.8000000000000002,1.0,0.7466666666666667,0.7333333333333333,0.5,0.6833333333333333,0.65,0.5833333333333334,0.6333333333333333,263.41113333333334
MediPhi Instruct,07_guarded,Guarded RAG,dificeis,Difíceis,0.07302770009925848,0.2677406188705065,0.7334282994270325,0.9600000000000001,0.8000000000000003,0.95,0.7200000000000001,0.7066666666666667,0.4166666666666667,0.6,0.5833333333333334,0.5,0.5166666666666667,24.494733333333336
