Model,Pipeline_Raw,Pipeline,Difficulty_Raw,Dificuldade,Section Precision,Section Recall,F1-Score,Section Hit,Exact Match,All Required,Hit@10,Evidence Set Recall@10,MRR@10,nDCG@10,Retrieval Time (s)
MedGemma 4b,01_standard,Standard RAG,dificeis,Difíceis,0.6222222222222221,0.861111111111111,0.6836507936507936,0.0,0.0,0.6,0.15555555555555556,0.0,0.10576719576719576,0.11383580562539716,2.8342666666666667
MedGemma 4b,02_agentic,Agentic RAG,faceis,Fáceis,0.6888888888888889,0.9333333333333333,0.7666666666666667,0.0,0.0,0.9333333333333333,0.20740740740740737,0.0,0.17259259259259258,0.14906245618868,2.493266666666666
MedGemma 4b,02_agentic,Agentic RAG,medias,Médias,0.4,0.5111111111111112,0.43555555555555553,0.0,0.0,0.13333333333333333,0.11851851851851851,0.0,0.09074074074074073,0.08957671096572704,2.6469333333333336
MedGemma 4b,02_agentic,Agentic RAG,dificeis,Difíceis,0.6166666666666667,0.8222222222222223,0.6628571428571429,0.0,0.0,0.6,0.1574074074074074,0.0,0.0934215167548501,0.11146150728821455,3.0839333333333334
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.8,0.9333333333333333,0.8444444444444444,0.0,0.0,0.9333333333333333,0.19629629629629627,0.0,0.18611111111111112,0.15277259413500874,2.7184666666666666
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.4222222222222222,0.5555555555555556,0.46,0.0,0.0,0.26666666666666666,0.137037037037037,0.0,0.08907407407407407,0.08292875045233783,2.9508666666666667
MedGemma 4b,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.5833333333333334,0.8388888888888889,0.6495238095238096,0.0,0.0,0.6,0.15,0.0,0.07971781305114639,0.10210295945561225,3.4758000000000004
MedGemma 4b,04_fusion,Fusion RAG,faceis,Fáceis,0.7,0.9333333333333333,0.7777777777777778,0.0,0.0,0.9333333333333333,0.14814814814814817,0.0,0.18148148148148147,0.12512434669115366,4.937066666666668
MedGemma 4b,04_fusion,Fusion RAG,medias,Médias,0.3944444444444445,0.5888888888888889,0.4590476190476191,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.2,0.11577129566504958,4.994466666666667
MedGemma 4b,04_fusion,Fusion RAG,dificeis,Difíceis,0.4966666666666667,0.6611111111111111,0.5331746031746032,0.0,0.0,0.3333333333333333,0.1222222222222222,0.0,0.17222222222222222,0.12639923649813573,8.664466666666666
MedGemma 4b,05_graph,Graph RAG,faceis,Fáceis,0.4966666666666667,0.7333333333333333,0.548888888888889,0.0,0.0,0.7333333333333333,0.17407407407407408,0.0,0.16296296296296295,0.1213837238728727,0.030733333333333345
MedGemma 4b,05_graph,Graph RAG,medias,Médias,0.3944444444444445,0.45555555555555555,0.3946031746031746,0.0,0.0,0.2,0.1074074074074074,0.0,0.11613756613756614,0.09519860683308633,0.02393333333333334
MedGemma 4b,05_graph,Graph RAG,dificeis,Difíceis,0.4166666666666667,0.5111111111111112,0.4488888888888889,0.0,0.0,0.2,0.1074074074074074,0.0,0.09037037037037036,0.07831745228927821,0.14226666666666665
MedGemma 4b,07_guarded,Guarded RAG,faceis,Fáceis,0.38,1.0,0.5288888888888889,0.0,0.0,1.0,0.2296296296296296,0.0,0.2185185185185185,0.17246768325787748,10.731866666666667
MedGemma 4b,07_guarded,Guarded RAG,medias,Médias,0.41555555555555557,0.9222222222222223,0.5611111111111111,0.0,0.0,0.8666666666666667,0.15555555555555556,0.0,0.15185185185185185,0.1366840096851486,20.563333333333333
MedGemma 4b,07_guarded,Guarded RAG,dificeis,Difíceis,0.5033333333333333,0.8222222222222223,0.5980952380952381,0.0,0.0,0.6,0.14074074074074075,0.0,0.16370370370370368,0.13341845758414164,17.399800000000003
Phi4 Mini,06_naive,Naive RAG,faceis,Fáceis,0.0,0.0,0.0,0.0,0.0,0.0,0.1962962962962963,0.0,0.1548059964726631,0.13646242984784115,0.04813333333333335
Phi4 Mini,06_naive,Naive RAG,medias,Médias,0.0,0.0,0.0,0.0,0.0,0.0,0.2296296296296296,0.0,0.13187830687830684,0.15368688542229897,0.04266666666666667
Phi4 Mini,06_naive,Naive RAG,dificeis,Difíceis,0.0,0.0,0.0,0.0,0.0,0.0,0.17222222222222222,0.0,0.1211111111111111,0.1268806789034388,0.09013333333333334
Phi4 Mini,01_standard,Standard RAG,faceis,Fáceis,0.26666666666666666,0.5333333333333333,0.3555555555555555,0.0,0.0,0.5333333333333333,0.14444444444444443,0.0,0.1259259259259259,0.12165124113859321,2.5302666666666664
Phi4 Mini,01_standard,Standard RAG,medias,Médias,0.5555555555555556,0.4888888888888889,0.47777777777777775,0.0,0.0,0.26666666666666666,0.1074074074074074,0.0,0.1148148148148148,0.1100263128962253,2.700666666666667
Phi4 Mini,01_standard,Standard RAG,dificeis,Difíceis,0.75,0.43333333333333335,0.5168253968253969,0.0,0.0,0.13333333333333333,0.07777777777777778,0.0,0.1388888888888889,0.08778493823677555,3.2734666666666663
Phi4 Mini,02_agentic,Agentic RAG,faceis,Fáceis,0.2,0.26666666666666666,0.2222222222222222,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.05703905255496706,4.234666666666667
Phi4 Mini,02_agentic,Agentic RAG,medias,Médias,0.3,0.4222222222222222,0.3222222222222222,0.0,0.0,0.3333333333333333,0.08518518518518518,0.0,0.1,0.08156959161879805,3.1777333333333337
Phi4 Mini,02_agentic,Agentic RAG,dificeis,Difíceis,0.44111111111111106,0.4388888888888889,0.3942857142857143,0.0,0.0,0.13333333333333333,0.08888888888888889,0.0,0.12469135802469135,0.08918603573846248,3.6318000000000006
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.2,0.2,0.2,0.0,0.0,0.2,0.05555555555555555,0.0,0.05185185185185184,0.03743004289240331,2.280533333333333
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.4222222222222222,0.41111111111111115,0.4022222222222222,0.0,0.0,0.2,0.10740740740740742,0.0,0.10370370370370369,0.09561704183985371,3.0236666666666663
Phi4 Mini,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.3888888888888889,0.48333333333333334,0.40698412698412695,0.0,0.0,0.2,0.12592592592592594,0.0,0.12129629629629629,0.10607682203905468,3.400066666666667
Phi4 Mini,04_fusion,Fusion RAG,faceis,Fáceis,0.4,0.5333333333333333,0.4444444444444444,0.0,0.0,0.5333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.14405645121527424,2.4977333333333336
Phi4 Mini,04_fusion,Fusion RAG,medias,Médias,0.43333333333333335,0.41111111111111115,0.40476190476190477,0.0,0.0,0.2,0.17777777777777778,0.0,0.1962962962962963,0.17130191226670957,5.450533333333334
Phi4 Mini,04_fusion,Fusion RAG,dificeis,Difíceis,0.3555555555555555,0.22777777777777777,0.2644444444444444,0.0,0.0,0.0,0.09074074074074073,0.0,0.12666666666666668,0.11955997130807483,5.5768
Phi4 Mini,05_graph,Graph RAG,faceis,Fáceis,0.4522222222222222,0.6,0.4822222222222222,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.03900000000000001
Phi4 Mini,05_graph,Graph RAG,medias,Médias,0.3,0.3222222222222222,0.28793650793650793,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.038200000000000005
Phi4 Mini,05_graph,Graph RAG,dificeis,Difíceis,0.2833333333333333,0.35,0.30412698412698413,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.04126666666666667
Phi4 Mini,07_guarded,Guarded RAG,faceis,Fáceis,0.23841269841269838,0.8666666666666667,0.36365079365079367,0.0,0.0,0.8666666666666667,0.20740740740740743,0.0,0.2476190476190476,0.18106172341060786,34.577866666666665
Phi4 Mini,07_guarded,Guarded RAG,medias,Médias,0.4015873015873016,0.7777777777777778,0.5051851851851852,0.0,0.0,0.6,0.24814814814814815,0.0,0.22962962962962966,0.23537420197688155,41.9444
Phi4 Mini,07_guarded,Guarded RAG,dificeis,Difíceis,0.3555555555555555,0.7,0.45673400673400677,0.0,0.0,0.4666666666666667,0.21666666666666667,0.0,0.24518518518518517,0.21796968336084782,45.095733333333335
MediPhi Instruct,06_naive,Naive RAG,faceis,Fáceis,0.0,0.0,0.0,0.0,0.0,0.0,0.1962962962962963,0.0,0.1548059964726631,0.13646242984784115,0.061066666666666665
MediPhi Instruct,06_naive,Naive RAG,medias,Médias,0.0,0.0,0.0,0.0,0.0,0.0,0.2296296296296296,0.0,0.13187830687830684,0.15368688542229897,0.06533333333333334
MediPhi Instruct,06_naive,Naive RAG,dificeis,Difíceis,0.0,0.0,0.0,0.0,0.0,0.0,0.17222222222222222,0.0,0.1211111111111111,0.1268806789034388,0.07446666666666665
MediPhi Instruct,01_standard,Standard RAG,faceis,Fáceis,0.2777777777777778,0.6666666666666666,0.3888888888888889,0.0,0.0,0.6666666666666666,0.14074074074074075,0.0,0.1137037037037037,0.10780300982687156,2.5548666666666664
MediPhi Instruct,01_standard,Standard RAG,medias,Médias,0.4111111111111111,0.6222222222222222,0.48666666666666664,0.0,0.0,0.5333333333333333,0.14444444444444443,0.0,0.16296296296296295,0.15081996826426686,3.377333333333333
MediPhi Instruct,01_standard,Standard RAG,dificeis,Difíceis,0.6222222222222222,0.7611111111111111,0.6552380952380953,0.0,0.0,0.5333333333333333,0.1462962962962963,0.0,0.15037037037037038,0.12763377664176173,3.2438000000000002
MediPhi Instruct,02_agentic,Agentic RAG,faceis,Fáceis,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.0,0.0,0.4666666666666667,0.08518518518518518,0.0,0.07851851851851853,0.08362410776793434,2.5916
MediPhi Instruct,02_agentic,Agentic RAG,medias,Médias,0.3333333333333333,0.3888888888888889,0.3488888888888889,0.0,0.0,0.13333333333333333,0.12962962962962962,0.0,0.14074074074074072,0.11872299912053944,2.575133333333333
MediPhi Instruct,02_agentic,Agentic RAG,dificeis,Difíceis,0.5666666666666667,0.4222222222222222,0.4444444444444445,0.0,0.0,0.13333333333333333,0.1074074074074074,0.0,0.15317460317460316,0.10011096763196306,2.6066666666666665
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,faceis,Fáceis,0.06666666666666667,0.13333333333333333,0.08888888888888888,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03206298713055041,2.811466666666667
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,medias,Médias,0.23333333333333334,0.2555555555555556,0.2222222222222222,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0574074074074074,0.05098311920591571,2.8400000000000003
MediPhi Instruct,03_hybrid_agent,Hybrid Agent RAG,dificeis,Difíceis,0.2,0.21666666666666667,0.18222222222222223,0.0,0.0,0.13333333333333333,0.059259259259259255,0.0,0.047619047619047616,0.05048393958324271,2.5578000000000003
MediPhi Instruct,04_fusion,Fusion RAG,faceis,Fáceis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0018
MediPhi Instruct,04_fusion,Fusion RAG,medias,Médias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.211
MediPhi Instruct,04_fusion,Fusion RAG,dificeis,Difíceis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.485200000000003
MediPhi Instruct,05_graph,Graph RAG,faceis,Fáceis,0.4522222222222222,0.6,0.4822222222222222,0.0,0.0,0.6,0.1962962962962963,0.0,0.16759259259259257,0.1444377076159099,0.0442
MediPhi Instruct,05_graph,Graph RAG,medias,Médias,0.3,0.3222222222222222,0.28793650793650793,0.0,0.0,0.13333333333333333,0.14444444444444443,0.0,0.13613756613756614,0.12075813162544256,0.06393333333333336
MediPhi Instruct,05_graph,Graph RAG,dificeis,Difíceis,0.2833333333333333,0.35,0.30412698412698413,0.0,0.0,0.13333333333333333,0.14444444444444446,0.0,0.10537037037037036,0.10588653739973998,0.06346666666666669
MediPhi Instruct,07_guarded,Guarded RAG,faceis,Fáceis,0.2146031746031746,0.8666666666666667,0.3358730158730159,0.0,0.0,0.8666666666666667,0.24814814814814815,0.0,0.27666666666666667,0.20155579807796867,10.594866666666665
MediPhi Instruct,07_guarded,Guarded RAG,medias,Médias,0.3782539682539683,0.7777777777777778,0.4884656084656085,0.0,0.0,0.6,0.23703703703703702,0.0,0.23333333333333334,0.2244878917973619,30.393933333333337
MediPhi Instruct,07_guarded,Guarded RAG,dificeis,Difíceis,0.34746031746031747,0.7,0.44974987974987973,0.0,0.0,0.4666666666666667,0.2240740740740741,0.0,0.2414814814814815,0.21825800479531637,17.207266666666666
